,Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,2018-06-04,98.309998,98.830002,97.889999,98.410004,88.888184,939200,99921.56876095687,939200,,,,,,369166.90644865565,1000.0,,0.0,,,,,,0.0,0.0,,99.31667133333332,97.43666533333334,,0.5177316809981848,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,98.3600005,69.68010907581967,70.66331524768823,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,39.626018594788846,,0.0
1,2018-06-05,98.209999,98.209999,97.18,97.809998,88.346237,1410700,414928.4453695551,-471500,,,,-48.55393528028564,,363566.5257948242,1000.0,,0.0,,,,,,0.0,0.0,,99.04000133333332,97.06999933333333,,0.37563345959378075,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,98.005001,69.68010907581967,70.66331524768823,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-0.6097002089340497,-0.6115664702575074,-0.6097002089340497
2,2018-06-06,98.389999,99.5,98.010002,99.489998,89.863686,1961100,2349699.6553980247,1489600,,,,80.53643949808769,,25083.12301483441,1000.0,,0.0,,,,,,0.0,0.0,,99.52333355555555,97.21666688888888,,0.9855481695568413,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,98.34,69.68010907581967,70.66331524768823,,,,97.18,,1.0,0.0,,,,,,,,,,,,,,,,,1.7176158208284775,1.7030315644150917,1.0974433046461396
3,2018-06-07,100.080002,101.349998,99.860001,100.849998,91.092094,1317300,2782903.915607946,2806900,,,,209.25318568317786,,51691.280517350315,1013.6697158240972,,0.0,,,,,,0.0,0.0,,100.18666583333334,97.71166733333334,,1.268013159065213,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,99.264999,69.68010907581967,70.66331524768823,,,,97.18,,0.0,0.0,,,,,,,,,,,,,,,,,1.3669715824097262,1.35771280700423,2.479416625163422
4,2018-06-08,100.589996,100.879997,99.620003,100.459999,90.73983,1964400,3437703.915607931,842500,,,,-22.77017104474648,,10410.54698931086,1013.6697158240972,,0.0,,,,,,0.0,0.0,,100.4653314,97.981335,,0.9978532980160517,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,99.264999,69.68010907581967,70.66331524768823,,,,97.43019988,,0.0,0.0,,,,,,,,,,,,,,,,,-0.3867119561073329,-0.38746162010996343,2.0831164685248815
5,2018-06-11,100.599998,101.18,100.099998,100.239998,90.541115,1303500,2472147.7342304885,-461000,,,,32.31298043713128,,-10451.151652180683,1011.4498437021493,,0.0,,,,,,0.0,0.0,,100.65222072222222,98.22222305555556,,0.830360856770826,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,99.264999,69.68010907581967,70.66331524768823,,,,97.6653877672,,0.0,0.0,,,,,,,,,,,,,,,,,-0.2189936314850982,-0.21923377319899018,1.859560944637284
6,2018-06-12,100.550003,100.93,99.18,99.419998,89.800461,1405500,1452153.0930876313,-1866500,,,,-72.83872287442145,,-14352.088201442242,1011.4498437021493,,0.0,,,,,,0.0,0.0,,100.78666528571429,98.20381014285715,,0.4708695570892586,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,99.264999,69.68010907581967,70.66331524768823,,,,97.886464381168,,0.0,0.0,,,,,,,,,,,,,,,,,-0.8180367282130119,-0.8214010085848322,1.0263123249136363
7,2018-06-13,99.32,99.779999,98.300003,98.360001,88.843025,1291900,264998.5332104303,-3158400,,,,-116.27792089201985,,-25271.49687936702,1000.6659589551917,,0.0,,,,,,0.0,0.0,,100.72499841666666,98.09500116666666,,0.10076049826034383,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,99.264999,69.68010907581967,70.66331524768823,,,,98.09427639829792,,0.0,0.0,,,,,,,,,,,,,,,,,-1.06618087037178,-1.0719053035123771,-0.05081089113664339
8,2018-06-14,98.690002,98.690002,97.510002,98.260002,88.752693,1758100,741771.4145663496,-4916500,,,,-63.09076958079783,,-15561.38635478243,1000.6659589551917,,0.0,,,,,,0.0,0.0,,100.57036918518519,97.97037162962962,,0.11139640102795698,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,99.264999,,,99.264999,69.68010907581967,70.66331524768823,,,,,101.349998,0.0,1.0,,,,,,,,,,,,,,,,,-0.10166632674190046,-0.10171804200620471,-0.15242556031194177
9,2018-06-15,97.519997,98.510002,96.440002,98.339996,88.824944,2185200,2568037.007609825,-2731300,,,,-59.20510708401958,,-8.412531055585305,1000.6659589551917,,1.4540001000000005,,,,,,0.0,0.0,99.11966670000001,100.4966656,97.7426678,2.778457486479818,0.21689494450576324,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,98.89500000000001,,,98.89500000000001,69.68010907581967,70.66331524768823,,,,,101.27319808,0.0,0.0,,,,,,,,,,,,98.339996,,,,,0.08141054179908735,0.08137742139195936,-0.07113910898733922
