,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-06-04,49.77,50.029999,49.610001,49.959999,49.146061,1699000
1,2018-06-05,50.02,50.785,49.775002,50.580002,49.755962,1617600
2,2018-06-06,50.529999,51.509998,50.529999,51.490002,50.651134,947200
3,2018-06-07,51.43,51.52,50.549999,51.16,50.326511,1283900
4,2018-06-08,51.060001,51.18,50.720001,51.139999,50.306835,1323100
5,2018-06-11,51.119999,51.16,50.648998,50.689999,49.864162,1442200
6,2018-06-12,50.639999,50.77,50.25,50.599998,49.775635,2410000
7,2018-06-13,50.599998,50.900002,50.195,50.279999,49.460846,1884600
8,2018-06-14,50.509998,50.82,50.380001,50.759998,49.933022,2236200
9,2018-06-15,50.599998,50.82,50.220001,50.810001,49.982216,2742200
10,2018-06-18,50.610001,50.939999,50.380001,50.669998,49.844494,1110100
11,2018-06-19,50.299999,50.75,49.93,50.669998,49.844494,2750500
12,2018-06-20,50.919998,51.639999,50.895,51.23,50.39537,2357400
13,2018-06-21,51.299999,51.419998,50.669998,50.779999,49.952702,1312800
14,2018-06-22,50.91,51.57,50.830002,51.25,50.415043,5372100
15,2018-06-25,51.259998,51.259998,49.860001,50.119999,49.303452,1963300
16,2018-06-26,51.279999,52.599998,51.139999,52.5,51.64468,3864400
17,2018-06-27,52.950001,53.049999,51.259998,51.279999,50.444553,5556100
18,2018-06-28,51.25,52.09,51.25,52.009998,51.162663,2873900
19,2018-06-29,51.990002,52.34,51.540001,51.59,50.749504,2760500
20,2018-07-02,50.220001,51.869999,50.119999,51.84,50.995434,1852400
21,2018-07-03,52.0,52.0,51.599998,51.790001,50.946247,1264000
22,2018-07-05,52.0,52.630001,51.755001,52.610001,51.752884,2515100
23,2018-07-06,52.599998,52.849998,52.200001,52.650002,51.792236,1506600
24,2018-07-09,52.77,53.0,52.400002,52.48,51.625008,2014800
25,2018-07-10,52.5,52.68,52.279999,52.450001,51.595493,2563300
26,2018-07-11,46.169998,52.950001,46.169998,52.810001,51.949638,1964500
27,2018-07-12,53.0,53.07,52.490002,52.970001,52.107029,1178300
28,2018-07-13,52.830002,53.16,52.200001,52.27,51.418423,1453500
29,2018-07-16,52.360001,52.419998,51.893002,52.110001,51.261028,984100
30,2018-07-17,52.099998,52.93,52.060001,52.84,51.979137,1149900
31,2018-07-18,52.740002,53.150002,52.529999,53.049999,52.185719,1200900
32,2018-07-19,52.860001,53.07,52.5,52.689999,51.831581,905200
33,2018-07-20,52.580002,52.895,51.880001,52.73,51.87093,1152100
34,2018-07-23,52.59,53.580002,52.549999,53.349998,52.480831,1919400
35,2018-07-24,53.389999,53.700001,52.630001,53.400002,52.530018,1026900
36,2018-07-25,53.400002,54.18,53.049999,54.139999,53.257961,1170700
37,2018-07-26,54.0,54.310001,53.811001,54.150002,53.267796,1155100
38,2018-07-27,54.310001,54.310001,53.240002,53.360001,52.490669,1020300
39,2018-07-30,53.279999,53.529999,52.830002,52.900002,52.038166,942600
40,2018-07-31,53.169998,54.0,52.790001,53.029999,52.166042,1167000
41,2018-08-01,53.009998,53.955002,53.0,53.450001,52.579208,1191400
42,2018-08-02,53.279999,53.720001,52.75,53.349998,52.480831,1299400
43,2018-08-03,53.439999,53.66,52.630001,52.950001,52.087349,1484700
44,2018-08-06,53.080002,53.599998,52.980999,53.540001,52.667736,845900
45,2018-08-07,53.560001,53.990002,53.5,53.84,52.962849,821200
46,2018-08-08,53.93,53.939999,53.709999,53.860001,52.982521,634900
47,2018-08-09,54.040001,54.41,53.959999,54.189999,53.307144,975200
