,Date,Open,High,Low,Close,Adj Close,Volume
0,2018-06-04,95.0,95.330002,94.550003,94.68,88.92144,1372300
1,2018-06-05,94.790001,95.459999,94.339996,95.410004,89.607033,1671000
2,2018-06-06,95.459999,97.459999,95.190002,97.459999,91.532356,1970500
3,2018-06-07,97.900002,97.900002,96.82,97.510002,91.579323,1703900
4,2018-06-08,97.099998,97.5,96.790001,97.25,91.335129,1293800
5,2018-06-11,97.389999,97.879997,96.870003,97.199997,91.288162,1703800
6,2018-06-12,97.349998,97.510002,96.839996,97.489998,91.560524,1300900
7,2018-06-13,97.489998,97.730003,96.870003,97.139999,91.231804,1370600
8,2018-06-14,97.830002,99.519997,97.440002,99.309998,93.269836,1692000
9,2018-06-15,98.989998,99.07,97.790001,99.0,92.978691,1684300
10,2018-06-18,98.190002,98.419998,97.199997,98.279999,92.302475,1171000
11,2018-06-19,97.330002,97.43,95.650002,96.730003,90.846764,1646500
12,2018-06-20,97.07,97.169998,96.419998,96.639999,90.76223,1082300
13,2018-06-21,96.57,96.919998,95.269997,95.5,89.691566,1878300
14,2018-06-22,96.160004,96.160004,95.0,95.129997,89.344063,1718300
15,2018-06-25,94.75,94.82,93.059998,93.839996,88.132523,1874600
16,2018-06-26,94.07,94.559998,93.610001,93.949997,88.23584,1286100
17,2018-06-27,93.959999,94.669998,91.75,91.82,86.235367,1617300
18,2018-06-28,91.440002,91.440002,88.709999,89.449997,84.009529,3179700
19,2018-06-29,89.480003,90.629997,89.080002,90.059998,84.582436,3498600
20,2018-07-02,89.07,90.559998,88.410004,90.489998,84.986282,1671100
21,2018-07-03,90.900002,91.440002,89.589996,89.690002,84.23494,815400
22,2018-07-05,90.309998,91.260002,89.410004,91.260002,85.709457,1521900
23,2018-07-06,91.150002,91.610001,90.419998,91.220001,85.67189,986000
24,2018-07-09,92.220001,92.900002,91.290001,92.769997,87.127609,1140300
25,2018-07-10,92.910004,93.669998,92.489998,93.540001,87.850784,1044000
26,2018-07-11,92.599998,92.599998,91.129997,91.239998,85.690651,988400
27,2018-07-12,91.860001,92.620003,91.82,92.18,86.573494,1630200
28,2018-07-13,91.989998,92.449997,91.699997,91.849998,86.26355,1004700
29,2018-07-16,92.089996,92.089996,91.019997,91.260002,85.709457,572800
30,2018-07-17,91.010002,92.5,90.349998,92.339996,86.723755,1897700
31,2018-07-18,92.75,92.959999,92.129997,92.449997,86.827065,1410500
32,2018-07-19,92.099998,92.870003,91.93,92.32,86.704971,757400
33,2018-07-20,91.970001,92.239998,91.540001,91.690002,86.113312,846000
34,2018-07-23,91.559998,91.839996,90.959999,91.699997,86.122696,1369500
35,2018-07-24,92.349998,94.43,92.349998,94.0,88.282791,2820000
36,2018-07-25,90.82,94.300003,90.040001,93.989998,88.273407,4383900
37,2018-07-26,94.389999,95.790001,93.879997,94.260002,88.526993,2992000
38,2018-07-27,94.260002,95.129997,93.529999,94.0,88.282791,1907100
39,2018-07-30,94.169998,94.699997,93.169998,93.239998,87.569016,1999000
40,2018-07-31,93.809998,94.43,93.309998,93.57,87.878944,3044500
41,2018-08-01,93.550003,94.169998,91.970001,92.660004,87.024307,1959500
42,2018-08-02,91.940002,93.209999,91.529999,92.510002,86.88343,1548700
43,2018-08-03,92.510002,93.160004,92.360001,93.089996,87.428139,1243300
44,2018-08-06,93.0,94.07,93.0,94.029999,88.310982,1023700
45,2018-08-07,94.620003,95.370003,94.389999,94.919998,89.146851,1568000
46,2018-08-08,94.709999,95.029999,94.120003,94.709999,88.949615,974400
47,2018-08-09,94.739998,95.220001,93.459999,93.650002,87.954086,1391400
48,2018-08-10,92.68,92.68,91.730003,92.150002,86.545319,1648600
49,2018-08-13,92.440002,93.5,92.019997,92.370003,86.751953,1425300
50,2018-08-14,92.449997,93.480003,92.150002,93.239998,87.569016,1159800
51,2018-08-15,92.480003,92.709999,91.690002,92.5,86.874023,1277100
52,2018-08-16,93.160004,93.739998,92.660004,92.790001,87.146385,1064300
53,2018-08-17,92.709999,93.050003,92.339996,92.949997,87.296661,2747800
54,2018-08-20,93.139999,94.07,93.139999,93.769997,88.066772,2366200
55,2018-08-21,93.970001,94.580002,93.400002,93.620003,87.925919,1226400
56,2018-08-22,92.849998,92.870003,91.400002,92.169998,86.564102,2700400
57,2018-08-23,91.550003,91.870003,90.650002,90.980003,85.856354,1682300
58,2018-08-24,91.32,91.669998,90.68,91.540001,86.384789,1328700
59,2018-08-27,91.849998,92.940002,91.849998,92.589996,87.375664,1219100
60,2018-08-28,93.169998,93.169998,92.300003,92.489998,87.281296,1742200
61,2018-08-29,92.5,92.599998,91.93,92.0,86.818893,1779400
62,2018-08-30,91.709999,91.93,90.970001,91.370003,86.224396,3169600
63,2018-08-31,91.150002,91.809998,90.980003,91.68,86.516922,2221000
