,Date,Open,High,Low,Close,Adj Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
0,2020-06-03,296.0,299.320007,287.910004,289.269989,283.841675,1388700,-1057655.1844114328,1388700,,,,,,-96669.69107375098,1000.0,,0.0,,,,,,0.0,0.0,,303.57666966666665,280.7566636666667,,0.3730641145902115,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,293.6150055,311.6263448253275,300.7855957736221,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-7.129291714315633,,0.0
1,2020-06-04,286.839996,288.480011,279.540009,282.089996,276.796448,1511500,-1706894.6725010364,-122800,,,,-5681.024080713923,,-136521.53364256315,1000.0,,0.0,,,,,,0.0,0.0,,297.9433385,277.5933335,,0.2209661619247743,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,289.430008,311.6263448253275,300.7855957736221,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-2.4821078138181907,-2.5134315218252823,-2.4821078138181907
2,2020-06-05,283.350006,290.519989,282.119995,287.890015,282.48764,1730100,-1060156.8790454725,1607300,,,,1121.5441269353298,,-1944.6784006098896,1000.0,,0.0,,,,,,0.0,0.0,,297.0433346666666,277.8766686666667,,0.5224354790412342,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,289.430008,311.6263448253275,300.7855957736221,,,,,299.320007,0.0,1.0,,,,,,,,,,,,,,,,,2.056088157057512,2.0352360058153884,-0.4770539815659891
3,2020-06-08,286.350006,301.660004,286.100006,300.589996,294.94928,1829800,517984.90886477614,3437100,,,,6428.778399823698,,116292.18398757491,1000.0,,0.0,,,,,,0.0,0.0,,300.70166766666665,278.5466691666667,,0.9949595272296378,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,290.6000065,311.6263448253275,300.7855957736221,,,,282.119995,,1.0,0.0,,,,,,,,,,,,,,,,,4.411400305078295,4.316868182324818,3.913301562714122
4,2020-06-09,300.0,300.0,290.0,291.01001,286.454437,1356000,-564100.3791352178,2081100,,,,825.9550147492542,,37503.25802412685,968.1293917712419,,0.0,,,,,,0.0,0.0,,301.2953348,279.57133600000003,,0.5265455087393957,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,290.6000065,311.6263448253275,300.7855957736221,,,,282.119995,,0.0,0.0,,,,,,,,,,,,,,,,,-3.187060822875809,-3.238953145332246,0.6015214388520596
5,2020-06-10,293.0,293.140015,286.529999,288.540009,284.023071,1185400,-1028574.4830405591,895700,,,,-2880.0983946252927,,-53277.84534850911,959.912215441794,,0.0,,,,,,0.0,0.0,,300.4150051666667,280.1083341666667,,0.4152169911716854,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,290.6000065,311.6263448253275,300.7855957736221,,,,282.51079518,,0.0,0.0,,,,,,,,,,,,,,,,,-0.8487683980355265,-0.852390949616133,-0.2523524830638446
6,2020-06-11,283.899994,284.170013,262.269989,264.540009,260.398773,2126600,-2714314.2783211507,-1230900,,,,-17110.365379485727,,-186946.30235102217,959.912215441794,,0.0,,,,,,0.0,0.0,,299.24524647619046,275.58237876190475,,-0.4666539108967874,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,281.9649965,311.6263448253275,300.7855957736221,,,,,301.660004,0.0,1.0,,,,,,,,,,,,,,,,,-8.317737315936657,-8.68412530899203,-8.549099782349012
7,2020-06-12,272.559998,274.269989,259.299988,265.73999,261.579987,1464400,-2918762.60179154,233500,,,,-6578.267110080077,,-170242.33102427624,964.2664771073634,,0.0,,,,,,0.0,0.0,,297.01542275,272.56791325,,-0.27928911327348166,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,280.479996,311.6263448253275,300.7855957736221,,,,,300.8722037,0.0,0.0,,,,,,,,,,,,,,,,,0.453610402651794,0.45258469131734813,-8.134268985643034
8,2020-06-15,257.829987,264.76001,250.880005,262.329987,258.223328,2096600,-1556281.3894720932,-1863100,,,,-5935.036778827855,,-20261.11702166833,964.2664771073634,,0.0,,,,,,0.0,0.0,,294.3696356666667,269.5540705555556,,-0.2911109830950826,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,276.2700045,,,276.2700045,311.6263448253275,300.7855957736221,,,,,299.209315072,0.0,0.0,,,,,,,,,,,,,,,,,-1.2832103290136954,-1.2915145900038283,-9.313099534843206
9,2020-06-16,273.0,273.179993,264.540009,267.429993,263.24353,1428500,-2029144.8642192627,-434600,,,,6677.309569485771,,867.9460582086685,983.0129607826985,,12.9279998,,,,,,0.0,0.0,280.60400096666666,292.63500366666665,268.5729982666667,8.575075664319675,-0.047502493980266895,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,276.2700045,,,276.2700045,311.6263448253275,300.7855957736221,,,,,296.30955646768,0.0,0.0,,,,,,,,,,,,267.429993,,,,,1.9441185730703303,1.9254620040867643,-7.550038659558278
